sample,bioproject,group,biosample,acc,fastq_1,fastq_2
SAMN40993732_SRR28721278_cf,prjna1101448,SRR28721278,SAMN40993732,SRR28721278,,
SAMN40993930_SRR28721166_cf,prjna1101448,SRR28721166,SAMN40993930,SRR28721166,,
SAMN40993898_SRR28721346_cf,prjna1101448,SRR28721346,SAMN40993898,SRR28721346,,
SAMN40993887_SRR28721215_cf,prjna1101448,SRR28721215,SAMN40993887,SRR28721215,,
SAMN40993717_SRR28721297_cf,prjna1101448,SRR28721297,SAMN40993717,SRR28721297,,
SAMN40993904_SRR28721339_cf,prjna1101448,SRR28721339,SAMN40993904,SRR28721339,,
SAMN40993926_SRR28721172_cf,prjna1101448,SRR28721172,SAMN40993926,SRR28721172,,
SAMN40993699_SRR28721065_cf,prjna1101448,SRR28721065,SAMN40993699,SRR28721065,,
SAMN40993868_SRR28721236_cf,prjna1101448,SRR28721236,SAMN40993868,SRR28721236,,
SAMN40993832_SRR28721131_cf,prjna1101448,SRR28721131,SAMN40993832,SRR28721131,,
SAMN40993769_SRR28721380_cf,prjna1101448,SRR28721380,SAMN40993769,SRR28721380,,
SAMN40993791_SRR28721356_cf,prjna1101448,SRR28721356,SAMN40993791,SRR28721356,,
SAMN40993673_SRR28721094_cf,prjna1101448,SRR28721094,SAMN40993673,SRR28721094,,
SAMN40993734_SRR28721276_cf,prjna1101448,SRR28721276,SAMN40993734,SRR28721276,,
SAMN40993917_SRR28721325_cf,prjna1101448,SRR28721325,SAMN40993917,SRR28721325,,
SAMN40993940_SRR28721155_cf,prjna1101448,SRR28721155,SAMN40993940,SRR28721155,,
SAMN40993672_SRR28721095_cf,prjna1101448,SRR28721095,SAMN40993672,SRR28721095,,
SAMN40993688_SRR28721078_cf,prjna1101448,SRR28721078,SAMN40993688,SRR28721078,,
SAMN40993945_SRR28721150_cf,prjna1101448,SRR28721150,SAMN40993945,SRR28721150,,
SAMN40993687_SRR28721079_cf,prjna1101448,SRR28721079,SAMN40993687,SRR28721079,,
SAMN40993919_SRR28721322_cf,prjna1101448,SRR28721322,SAMN40993919,SRR28721322,,
SAMN40993802_SRR28721201_cf,prjna1101448,SRR28721201,SAMN40993802,SRR28721201,,
SAMN40993676_SRR28721091_cf,prjna1101448,SRR28721091,SAMN40993676,SRR28721091,,
SAMN40993722_SRR28721291_cf,prjna1101448,SRR28721291,SAMN40993722,SRR28721291,,
SAMN40993761_SRR28721246_cf,prjna1101448,SRR28721246,SAMN40993761,SRR28721246,,
SAMN40993928_SRR28721170_cf,prjna1101448,SRR28721170,SAMN40993928,SRR28721170,,
SAMN40993935_SRR28721161_cf,prjna1101448,SRR28721161,SAMN40993935,SRR28721161,,
SAMN40993814_SRR28721188_cf,prjna1101448,SRR28721188,SAMN40993814,SRR28721188,,
SAMN40993894_SRR28721350_cf,prjna1101448,SRR28721350,SAMN40993894,SRR28721350,,
SAMN40993951_SRR28721143_cf,prjna1101448,SRR28721143,SAMN40993951,SRR28721143,,
SAMN40993641_SRR28721260_cf,prjna1101448,SRR28721260,SAMN40993641,SRR28721260,,
SAMN40993910_SRR28721332_cf,prjna1101448,SRR28721332,SAMN40993910,SRR28721332,,
SAMN40993725_SRR28721288_cf,prjna1101448,SRR28721288,SAMN40993725,SRR28721288,,
SAMN40993883_SRR28721219_cf,prjna1101448,SRR28721219,SAMN40993883,SRR28721219,,
SAMN40993906_SRR28721337_cf,prjna1101448,SRR28721337,SAMN40993906,SRR28721337,,
SAMN40993683_SRR28721083_cf,prjna1101448,SRR28721083,SAMN40993683,SRR28721083,,
SAMN40993895_SRR28721349_cf,prjna1101448,SRR28721349,SAMN40993895,SRR28721349,,
SAMN40993820_SRR28721181_cf,prjna1101448,SRR28721181,SAMN40993820,SRR28721181,,
SAMN40993801_SRR28721202_cf,prjna1101448,SRR28721202,SAMN40993801,SRR28721202,,
SAMN40993637_SRR28721306_cf,prjna1101448,SRR28721306,SAMN40993637,SRR28721306,,
SAMN40993675_SRR28721092_cf,prjna1101448,SRR28721092,SAMN40993675,SRR28721092,,
SAMN40993643_SRR28721381_cf,prjna1101448,SRR28721381,SAMN40993643,SRR28721381,,
SAMN40993721_SRR28721292_cf,prjna1101448,SRR28721292,SAMN40993721,SRR28721292,,
SAMN40993818_SRR28721184_cf,prjna1101448,SRR28721184,SAMN40993818,SRR28721184,,
SAMN40993805_SRR28721198_cf,prjna1101448,SRR28721198,SAMN40993805,SRR28721198,,
SAMN40993846_SRR28721116_cf,prjna1101448,SRR28721116,SAMN40993846,SRR28721116,,
SAMN40993786_SRR28721362_cf,prjna1101448,SRR28721362,SAMN40993786,SRR28721362,,
SAMN40993662_SRR28721142_cf,prjna1101448,SRR28721142,SAMN40993662,SRR28721142,,
SAMN40993897_SRR28721347_cf,prjna1101448,SRR28721347,SAMN40993897,SRR28721347,,
SAMN40993865_SRR28721239_cf,prjna1101448,SRR28721239,SAMN40993865,SRR28721239,,
SAMN40993748_SRR28721261_cf,prjna1101448,SRR28721261,SAMN40993748,SRR28721261,,
SAMN40993710_SRR28721304_cf,prjna1101448,SRR28721304,SAMN40993710,SRR28721304,,
SAMN40993828_SRR28721173_cf,prjna1101448,SRR28721173,SAMN40993828,SRR28721173,,
SAMN40993893_SRR28721351_cf,prjna1101448,SRR28721351,SAMN40993893,SRR28721351,,
SAMN40993823_SRR28721178_cf,prjna1101448,SRR28721178,SAMN40993823,SRR28721178,,
SAMN40993876_SRR28721227_cf,prjna1101448,SRR28721227,SAMN40993876,SRR28721227,,
SAMN40993853_SRR28721108_cf,prjna1101448,SRR28721108,SAMN40993853,SRR28721108,,
SAMN40993771_SRR28721378_cf,prjna1101448,SRR28721378,SAMN40993771,SRR28721378,,
SAMN40993852_SRR28721109_cf,prjna1101448,SRR28721109,SAMN40993852,SRR28721109,,
SAMN40993803_SRR28721200_cf,prjna1101448,SRR28721200,SAMN40993803,SRR28721200,,
SAMN40993889_SRR28721212_cf,prjna1101448,SRR28721212,SAMN40993889,SRR28721212,,
SAMN40993706_SRR28721309_cf,prjna1101448,SRR28721309,SAMN40993706,SRR28721309,,
SAMN40993773_SRR28721376_cf,prjna1101448,SRR28721376,SAMN40993773,SRR28721376,,
SAMN40993916_SRR28721326_cf,prjna1101448,SRR28721326,SAMN40993916,SRR28721326,,
SAMN40993646_SRR28721205_cf,prjna1101448,SRR28721205,SAMN40993646,SRR28721205,,
SAMN40993682_SRR28721084_cf,prjna1101448,SRR28721084,SAMN40993682,SRR28721084,,
SAMN40993941_SRR28721154_cf,prjna1101448,SRR28721154,SAMN40993941,SRR28721154,,
SAMN40993884_SRR28721218_cf,prjna1101448,SRR28721218,SAMN40993884,SRR28721218,,
SAMN40993642_SRR28721249_cf,prjna1101448,SRR28721249,SAMN40993642,SRR28721249,,
SAMN40993634_SRR28721088_cf,prjna1101448,SRR28721088,SAMN40993634,SRR28721088,,
SAMN40993638_SRR28721295_cf,prjna1101448,SRR28721295,SAMN40993638,SRR28721295,,
SAMN40993891_SRR28721210_cf,prjna1101448,SRR28721210,SAMN40993891,SRR28721210,,
SAMN40993708_SRR28721307_cf,prjna1101448,SRR28721307,SAMN40993708,SRR28721307,,
SAMN40993712_SRR28721302_cf,prjna1101448,SRR28721302,SAMN40993712,SRR28721302,,
SAMN40993871_SRR28721232_cf,prjna1101448,SRR28721232,SAMN40993871,SRR28721232,,
SAMN40993843_SRR28721119_cf,prjna1101448,SRR28721119,SAMN40993843,SRR28721119,,
SAMN40993923_SRR28721318_cf,prjna1101448,SRR28721318,SAMN40993923,SRR28721318,,
SAMN40993834_SRR28721129_cf,prjna1101448,SRR28721129,SAMN40993834,SRR28721129,,
SAMN40993918_SRR28721324_cf,prjna1101448,SRR28721324,SAMN40993918,SRR28721324,,
SAMN40993783_SRR28721365_cf,prjna1101448,SRR28721365,SAMN40993783,SRR28721365,,
SAMN40993745_SRR28721264_cf,prjna1101448,SRR28721264,SAMN40993745,SRR28721264,,
SAMN40993785_SRR28721363_cf,prjna1101448,SRR28721363,SAMN40993785,SRR28721363,,
SAMN40993726_SRR28721287_cf,prjna1101448,SRR28721287,SAMN40993726,SRR28721287,,
SAMN40993720_SRR28721293_cf,prjna1101448,SRR28721293,SAMN40993720,SRR28721293,,
SAMN40993669_SRR28721098_cf,prjna1101448,SRR28721098,SAMN40993669,SRR28721098,,
SAMN40993849_SRR28721112_cf,prjna1101448,SRR28721112,SAMN40993849,SRR28721112,,
SAMN40993689_SRR28721076_cf,prjna1101448,SRR28721076,SAMN40993689,SRR28721076,,
SAMN40993765_SRR28721385_cf,prjna1101448,SRR28721385,SAMN40993765,SRR28721385,,
SAMN40993703_SRR28721312_cf,prjna1101448,SRR28721312,SAMN40993703,SRR28721312,,
SAMN40993873_SRR28721230_cf,prjna1101448,SRR28721230,SAMN40993873,SRR28721230,,
SAMN40993684_SRR28721082_cf,prjna1101448,SRR28721082,SAMN40993684,SRR28721082,,
SAMN40993670_SRR28721097_cf,prjna1101448,SRR28721097,SAMN40993670,SRR28721097,,
SAMN40993665_SRR28721139_cf,prjna1101448,SRR28721139,SAMN40993665,SRR28721139,,
SAMN40993639_SRR28721282_cf,prjna1101448,SRR28721282,SAMN40993639,SRR28721282,,
SAMN40993681_SRR28721085_cf,prjna1101448,SRR28721085,SAMN40993681,SRR28721085,,
SAMN40993715_SRR28721299_cf,prjna1101448,SRR28721299,SAMN40993715,SRR28721299,,
SAMN40993799_SRR28721204_cf,prjna1101448,SRR28721204,SAMN40993799,SRR28721204,,
SAMN40993816_SRR28721186_cf,prjna1101448,SRR28721186,SAMN40993816,SRR28721186,,
SAMN40993678_SRR28721089_cf,prjna1101448,SRR28721089,SAMN40993678,SRR28721089,,
SAMN40993890_SRR28721211_cf,prjna1101448,SRR28721211,SAMN40993890,SRR28721211,,
SAMN40993667_SRR28721137_cf,prjna1101448,SRR28721137,SAMN40993667,SRR28721137,,
SAMN40993869_SRR28721234_cf,prjna1101448,SRR28721234,SAMN40993869,SRR28721234,,
SAMN40993744_SRR28721265_cf,prjna1101448,SRR28721265,SAMN40993744,SRR28721265,,
SAMN40993859_SRR28721101_cf,prjna1101448,SRR28721101,SAMN40993859,SRR28721101,,
SAMN40993826_SRR28721175_cf,prjna1101448,SRR28721175,SAMN40993826,SRR28721175,,
SAMN40993719_SRR28721294_cf,prjna1101448,SRR28721294,SAMN40993719,SRR28721294,,
SAMN40993903_SRR28721340_cf,prjna1101448,SRR28721340,SAMN40993903,SRR28721340,,
SAMN40993946_SRR28721149_cf,prjna1101448,SRR28721149,SAMN40993946,SRR28721149,,
SAMN40993854_SRR28721107_cf,prjna1101448,SRR28721107,SAMN40993854,SRR28721107,,
SAMN40993644_SRR28721370_cf,prjna1101448,SRR28721370,SAMN40993644,SRR28721370,,
SAMN40993899_SRR28721344_cf,prjna1101448,SRR28721344,SAMN40993899,SRR28721344,,
SAMN40993686_SRR28721080_cf,prjna1101448,SRR28721080,SAMN40993686,SRR28721080,,
SAMN40993654_SRR28721224_cf,prjna1101448,SRR28721224,SAMN40993654,SRR28721224,,
SAMN40993631_SRR28721136_cf,prjna1101448,SRR28721136,SAMN40993631,SRR28721136,,
SAMN40993730_SRR28721280_cf,prjna1101448,SRR28721280,SAMN40993730,SRR28721280,,
SAMN40993872_SRR28721231_cf,prjna1101448,SRR28721231,SAMN40993872,SRR28721231,,
SAMN40993652_SRR28721102_cf,prjna1101448,SRR28721102,SAMN40993652,SRR28721102,,
SAMN40993756_SRR28721252_cf,prjna1101448,SRR28721252,SAMN40993756,SRR28721252,,
SAMN40993841_SRR28721121_cf,prjna1101448,SRR28721121,SAMN40993841,SRR28721121,,
SAMN40993784_SRR28721364_cf,prjna1101448,SRR28721364,SAMN40993784,SRR28721364,,
SAMN40993948_SRR28721147_cf,prjna1101448,SRR28721147,SAMN40993948,SRR28721147,,
SAMN40993877_SRR28721226_cf,prjna1101448,SRR28721226,SAMN40993877,SRR28721226,,
SAMN40993651_SRR28721113_cf,prjna1101448,SRR28721113,SAMN40993651,SRR28721113,,
SAMN40993746_SRR28721263_cf,prjna1101448,SRR28721263,SAMN40993746,SRR28721263,,
SAMN40993743_SRR28721266_cf,prjna1101448,SRR28721266,SAMN40993743,SRR28721266,,
SAMN40993702_SRR28721313_cf,prjna1101448,SRR28721313,SAMN40993702,SRR28721313,,
SAMN40993700_SRR28721315_cf,prjna1101448,SRR28721315,SAMN40993700,SRR28721315,,
SAMN40993664_SRR28721140_cf,prjna1101448,SRR28721140,SAMN40993664,SRR28721140,,
SAMN40993934_SRR28721162_cf,prjna1101448,SRR28721162,SAMN40993934,SRR28721162,,
SAMN40993908_SRR28721335_cf,prjna1101448,SRR28721335,SAMN40993908,SRR28721335,,
SAMN10605049_SRR8334097_cf,prjna510441,SRR8334097,SAMN10605049,SRR8334097,,
SAMN10605062_SRR8334088_cf,prjna510441,SRR8334088,SAMN10605062,SRR8334088,,
SAMN10605053_SRR8334093_cf,prjna510441,SRR8334093,SAMN10605053,SRR8334093,,
SAMN10605052_SRR8334096_cf,prjna510441,SRR8334096,SAMN10605052,SRR8334096,,
SAMN10605054_SRR8334094_cf,prjna510441,SRR8334094,SAMN10605054,SRR8334094,,
SAMN10605061_SRR8334087_cf,prjna510441,SRR8334087,SAMN10605061,SRR8334087,,
SAMN10605051_SRR8334095_cf,prjna510441,SRR8334095,SAMN10605051,SRR8334095,,
SAMN10605058_SRR8334100_cf,prjna510441,SRR8334100,SAMN10605058,SRR8334100,,
SAMN10605050_SRR8334098_cf,prjna510441,SRR8334098,SAMN10605050,SRR8334098,,
SAMN10605056_SRR8334092_cf,prjna510441,SRR8334092,SAMN10605056,SRR8334092,,
SAMN10605055_SRR8334091_cf,prjna510441,SRR8334091,SAMN10605055,SRR8334091,,
SAMN10605057_SRR8334099_cf,prjna510441,SRR8334099,SAMN10605057,SRR8334099,,
SAMN10605060_SRR8334090_cf,prjna510441,SRR8334090,SAMN10605060,SRR8334090,,
SAMN10605059_SRR8334089_cf,prjna510441,SRR8334089,SAMN10605059,SRR8334089,,
SAMEA14381421_ERR10814838_cf,prjeb52317,ERR10814838,SAMEA14381421,ERR10814838,,
SAMEA14381393_ERR10814810_cf,prjeb52317,ERR10814810,SAMEA14381393,ERR10814810,,
SAMEA14381457_ERR10814874_cf,prjeb52317,ERR10814874,SAMEA14381457,ERR10814874,,
SAMEA14381474_ERR10814891_cf,prjeb52317,ERR10814891,SAMEA14381474,ERR10814891,,
SAMEA14381328_ERR10814746_cf,prjeb52317,ERR10814746,SAMEA14381328,ERR10814746,,
SAMEA14381378_ERR10814796_cf,prjeb52317,ERR10814796,SAMEA14381378,ERR10814796,,
SAMEA14381427_ERR10814844_cf,prjeb52317,ERR10814844,SAMEA14381427,ERR10814844,,
SAMEA14381409_ERR10814826_cf,prjeb52317,ERR10814826,SAMEA14381409,ERR10814826,,
SAMEA14381345_ERR10814763_cf,prjeb52317,ERR10814763,SAMEA14381345,ERR10814763,,
SAMEA14381422_ERR10814839_cf,prjeb52317,ERR10814839,SAMEA14381422,ERR10814839,,
SAMEA14381394_ERR10814811_cf,prjeb52317,ERR10814811,SAMEA14381394,ERR10814811,,
SAMEA14381386_ERR10814804_cf,prjeb52317,ERR10814804,SAMEA14381386,ERR10814804,,
SAMEA14381432_ERR10814849_cf,prjeb52317,ERR10814849,SAMEA14381432,ERR10814849,,
SAMEA14381365_ERR10814783_cf,prjeb52317,ERR10814783,SAMEA14381365,ERR10814783,,
SAMEA14381452_ERR10814869_cf,prjeb52317,ERR10814869,SAMEA14381452,ERR10814869,,
SAMEA14381478_ERR10814895_cf,prjeb52317,ERR10814895,SAMEA14381478,ERR10814895,,
SAMEA14381380_ERR10814798_cf,prjeb52317,ERR10814798,SAMEA14381380,ERR10814798,,
SAMEA14381346_ERR10814764_cf,prjeb52317,ERR10814764,SAMEA14381346,ERR10814764,,
SAMEA14381483_ERR10814900_cf,prjeb52317,ERR10814900,SAMEA14381483,ERR10814900,,
SAMEA14381375_ERR10814793_cf,prjeb52317,ERR10814793,SAMEA14381375,ERR10814793,,
SAMEA14381344_ERR10814762_cf,prjeb52317,ERR10814762,SAMEA14381344,ERR10814762,,
SAMEA14381390_ERR10814808_cf,prjeb52317,ERR10814808,SAMEA14381390,ERR10814808,,
SAMEA14381412_ERR10814829_cf,prjeb52317,ERR10814829,SAMEA14381412,ERR10814829,,
SAMEA14381418_ERR10814835_cf,prjeb52317,ERR10814835,SAMEA14381418,ERR10814835,,
SAMEA14381458_ERR10814875_cf,prjeb52317,ERR10814875,SAMEA14381458,ERR10814875,,
SAMEA14381404_ERR10814821_cf,prjeb52317,ERR10814821,SAMEA14381404,ERR10814821,,
SAMEA14381448_ERR10814865_cf,prjeb52317,ERR10814865,SAMEA14381448,ERR10814865,,
SAMEA14381477_ERR10814894_cf,prjeb52317,ERR10814894,SAMEA14381477,ERR10814894,,
SAMEA14381325_ERR10814743_cf,prjeb52317,ERR10814743,SAMEA14381325,ERR10814743,,
SAMEA14381391_ERR10814809_cf,prjeb52317,ERR10814809,SAMEA14381391,ERR10814809,,
SAMEA14381441_ERR10814858_cf,prjeb52317,ERR10814858,SAMEA14381441,ERR10814858,,
SAMEA14381383_ERR10814801_cf,prjeb52317,ERR10814801,SAMEA14381383,ERR10814801,,
SAMEA14381320_ERR10814738_cf,prjeb52317,ERR10814738,SAMEA14381320,ERR10814738,,
SAMEA14381484_ERR10814901_cf,prjeb52317,ERR10814901,SAMEA14381484,ERR10814901,,
SAMEA14381471_ERR10814888_cf,prjeb52317,ERR10814888,SAMEA14381471,ERR10814888,,
SAMEA14381364_ERR10814782_cf,prjeb52317,ERR10814782,SAMEA14381364,ERR10814782,,
SAMEA14381463_ERR10814880_cf,prjeb52317,ERR10814880,SAMEA14381463,ERR10814880,,
SAMEA14381374_ERR10814792_cf,prjeb52317,ERR10814792,SAMEA14381374,ERR10814792,,
SAMEA14381459_ERR10814876_cf,prjeb52317,ERR10814876,SAMEA14381459,ERR10814876,,
SAMEA14381415_ERR10814832_cf,prjeb52317,ERR10814832,SAMEA14381415,ERR10814832,,
SAMEA14381349_ERR10814767_cf,prjeb52317,ERR10814767,SAMEA14381349,ERR10814767,,
SAMEA14381321_ERR10814739_cf,prjeb52317,ERR10814739,SAMEA14381321,ERR10814739,,
SAMEA14381472_ERR10814889_cf,prjeb52317,ERR10814889,SAMEA14381472,ERR10814889,,
SAMEA14381449_ERR10814866_cf,prjeb52317,ERR10814866,SAMEA14381449,ERR10814866,,
SAMEA14381401_ERR10814818_cf,prjeb52317,ERR10814818,SAMEA14381401,ERR10814818,,
SAMEA14381445_ERR10814862_cf,prjeb52317,ERR10814862,SAMEA14381445,ERR10814862,,
SAMEA14381464_ERR10814881_cf,prjeb52317,ERR10814881,SAMEA14381464,ERR10814881,,
SAMEA14381369_ERR10814787_cf,prjeb52317,ERR10814787,SAMEA14381369,ERR10814787,,
SAMEA14381429_ERR10814846_cf,prjeb52317,ERR10814846,SAMEA14381429,ERR10814846,,
SAMEA14381382_ERR10814800_cf,prjeb52317,ERR10814800,SAMEA14381382,ERR10814800,,
SAMEA14381388_ERR10814806_cf,prjeb52317,ERR10814806,SAMEA14381388,ERR10814806,,
SAMEA14381324_ERR10814742_cf,prjeb52317,ERR10814742,SAMEA14381324,ERR10814742,,
SAMEA14381410_ERR10814827_cf,prjeb52317,ERR10814827,SAMEA14381410,ERR10814827,,
SAMEA14381468_ERR10814885_cf,prjeb52317,ERR10814885,SAMEA14381468,ERR10814885,,
SAMEA14381336_ERR10814754_cf,prjeb52317,ERR10814754,SAMEA14381336,ERR10814754,,
SAMEA14381430_ERR10814847_cf,prjeb52317,ERR10814847,SAMEA14381430,ERR10814847,,
SAMEA14381366_ERR10814784_cf,prjeb52317,ERR10814784,SAMEA14381366,ERR10814784,,
SAMEA14381317_ERR10814735_cf,prjeb52317,ERR10814735,SAMEA14381317,ERR10814735,,
SAMEA14381389_ERR10814807_cf,prjeb52317,ERR10814807,SAMEA14381389,ERR10814807,,
SAMEA14381381_ERR10814799_cf,prjeb52317,ERR10814799,SAMEA14381381,ERR10814799,,
SAMEA14381439_ERR10814856_cf,prjeb52317,ERR10814856,SAMEA14381439,ERR10814856,,
SAMEA14381435_ERR10814852_cf,prjeb52317,ERR10814852,SAMEA14381435,ERR10814852,,
SAMEA14381376_ERR10814794_cf,prjeb52317,ERR10814794,SAMEA14381376,ERR10814794,,
SAMEA14381329_ERR10814747_cf,prjeb52317,ERR10814747,SAMEA14381329,ERR10814747,,
SAMEA14381379_ERR10814797_cf,prjeb52317,ERR10814797,SAMEA14381379,ERR10814797,,
SAMEA14381397_ERR10814814_cf,prjeb52317,ERR10814814,SAMEA14381397,ERR10814814,,
SAMEA14381467_ERR10814884_cf,prjeb52317,ERR10814884,SAMEA14381467,ERR10814884,,
SAMEA14381350_ERR10814768_cf,prjeb52317,ERR10814768,SAMEA14381350,ERR10814768,,
SAMEA14381455_ERR10814872_cf,prjeb52317,ERR10814872,SAMEA14381455,ERR10814872,,
SAMEA14381419_ERR10814836_cf,prjeb52317,ERR10814836,SAMEA14381419,ERR10814836,,
SAMEA14381442_ERR10814859_cf,prjeb52317,ERR10814859,SAMEA14381442,ERR10814859,,
SAMEA14381461_ERR10814878_cf,prjeb52317,ERR10814878,SAMEA14381461,ERR10814878,,
SAMEA14381413_ERR10814830_cf,prjeb52317,ERR10814830,SAMEA14381413,ERR10814830,,
SAMEA14381405_ERR10814822_cf,prjeb52317,ERR10814822,SAMEA14381405,ERR10814822,,
SAMEA14381479_ERR10814896_cf,prjeb52317,ERR10814896,SAMEA14381479,ERR10814896,,
SAMEA14381420_ERR10814837_cf,prjeb52317,ERR10814837,SAMEA14381420,ERR10814837,,
SAMEA14381339_ERR10814757_cf,prjeb52317,ERR10814757,SAMEA14381339,ERR10814757,,
SAMEA14381481_ERR10814898_cf,prjeb52317,ERR10814898,SAMEA14381481,ERR10814898,,
SAMEA14381337_ERR10814755_cf,prjeb52317,ERR10814755,SAMEA14381337,ERR10814755,,
SAMEA14381462_ERR10814879_cf,prjeb52317,ERR10814879,SAMEA14381462,ERR10814879,,
SAMEA14381367_ERR10814785_cf,prjeb52317,ERR10814785,SAMEA14381367,ERR10814785,,
SAMEA14381398_ERR10814815_cf,prjeb52317,ERR10814815,SAMEA14381398,ERR10814815,,
SAMEA14381450_ERR10814867_cf,prjeb52317,ERR10814867,SAMEA14381450,ERR10814867,,
SAMEA14381359_ERR10814777_cf,prjeb52317,ERR10814777,SAMEA14381359,ERR10814777,,
SAMEA14381436_ERR10814853_cf,prjeb52317,ERR10814853,SAMEA14381436,ERR10814853,,
SAMEA14381377_ERR10814795_cf,prjeb52317,ERR10814795,SAMEA14381377,ERR10814795,,
SAMEA14381480_ERR10814897_cf,prjeb52317,ERR10814897,SAMEA14381480,ERR10814897,,
SAMEA14381475_ERR10814892_cf,prjeb52317,ERR10814892,SAMEA14381475,ERR10814892,,
SAMEA14381315_ERR10814733_cf,prjeb52317,ERR10814733,SAMEA14381315,ERR10814733,,
SAMEA14381318_ERR10814736_cf,prjeb52317,ERR10814736,SAMEA14381318,ERR10814736,,
SAMEA14381433_ERR10814850_cf,prjeb52317,ERR10814850,SAMEA14381433,ERR10814850,,
SAMEA14381330_ERR10814748_cf,prjeb52317,ERR10814748,SAMEA14381330,ERR10814748,,
SAMEA14381357_ERR10814775_cf,prjeb52317,ERR10814775,SAMEA14381357,ERR10814775,,
SAMEA14381395_ERR10814812_cf,prjeb52317,ERR10814812,SAMEA14381395,ERR10814812,,
SAMEA14381416_ERR10814833_cf,prjeb52317,ERR10814833,SAMEA14381416,ERR10814833,,
SAMEA14381332_ERR10814750_cf,prjeb52317,ERR10814750,SAMEA14381332,ERR10814750,,
SAMEA14381358_ERR10814776_cf,prjeb52317,ERR10814776,SAMEA14381358,ERR10814776,,
SAMEA14381316_ERR10814734_cf,prjeb52317,ERR10814734,SAMEA14381316,ERR10814734,,
SAMEA14381434_ERR10814851_cf,prjeb52317,ERR10814851,SAMEA14381434,ERR10814851,,
SAMEA14381331_ERR10814749_cf,prjeb52317,ERR10814749,SAMEA14381331,ERR10814749,,
SAMEA14381469_ERR10814886_cf,prjeb52317,ERR10814886,SAMEA14381469,ERR10814886,,
SAMEA14381352_ERR10814770_cf,prjeb52317,ERR10814770,SAMEA14381352,ERR10814770,,
SAMEA14381340_ERR10814758_cf,prjeb52317,ERR10814758,SAMEA14381340,ERR10814758,,
SAMEA14381370_ERR10814788_cf,prjeb52317,ERR10814788,SAMEA14381370,ERR10814788,,
SAMEA14381417_ERR10814834_cf,prjeb52317,ERR10814834,SAMEA14381417,ERR10814834,,
SAMEA14381333_ERR10814751_cf,prjeb52317,ERR10814751,SAMEA14381333,ERR10814751,,
SAMEA14381351_ERR10814769_cf,prjeb52317,ERR10814769,SAMEA14381351,ERR10814769,,
SAMEA14381326_ERR10814744_cf,prjeb52317,ERR10814744,SAMEA14381326,ERR10814744,,
SAMEA14381470_ERR10814887_cf,prjeb52317,ERR10814887,SAMEA14381470,ERR10814887,,
SAMEA14381399_ERR10814816_cf,prjeb52317,ERR10814816,SAMEA14381399,ERR10814816,,
SAMEA14381371_ERR10814789_cf,prjeb52317,ERR10814789,SAMEA14381371,ERR10814789,,
SAMEA14381411_ERR10814828_cf,prjeb52317,ERR10814828,SAMEA14381411,ERR10814828,,
SAMEA14381438_ERR10814855_cf,prjeb52317,ERR10814855,SAMEA14381438,ERR10814855,,
SAMEA14381425_ERR10814842_cf,prjeb52317,ERR10814842,SAMEA14381425,ERR10814842,,
SAMEA14381403_ERR10814820_cf,prjeb52317,ERR10814820,SAMEA14381403,ERR10814820,,
SAMEA14381384_ERR10814802_cf,prjeb52317,ERR10814802,SAMEA14381384,ERR10814802,,
SAMEA14381476_ERR10814893_cf,prjeb52317,ERR10814893,SAMEA14381476,ERR10814893,,
SAMEA14381347_ERR10814765_cf,prjeb52317,ERR10814765,SAMEA14381347,ERR10814765,,
SAMEA14381482_ERR10814899_cf,prjeb52317,ERR10814899,SAMEA14381482,ERR10814899,,
SAMEA14381353_ERR10814771_cf,prjeb52317,ERR10814771,SAMEA14381353,ERR10814771,,
SAMEA14381453_ERR10814870_cf,prjeb52317,ERR10814870,SAMEA14381453,ERR10814870,,
SAMEA14381396_ERR10814813_cf,prjeb52317,ERR10814813,SAMEA14381396,ERR10814813,,
SAMEA14381437_ERR10814854_cf,prjeb52317,ERR10814854,SAMEA14381437,ERR10814854,,
SAMEA14381348_ERR10814766_cf,prjeb52317,ERR10814766,SAMEA14381348,ERR10814766,,
SAMEA14381402_ERR10814819_cf,prjeb52317,ERR10814819,SAMEA14381402,ERR10814819,,
SAMEA14381443_ERR10814860_cf,prjeb52317,ERR10814860,SAMEA14381443,ERR10814860,,
SAMEA14381465_ERR10814882_cf,prjeb52317,ERR10814882,SAMEA14381465,ERR10814882,,
SAMEA14381342_ERR10814760_cf,prjeb52317,ERR10814760,SAMEA14381342,ERR10814760,,
SAMEA14381406_ERR10814823_cf,prjeb52317,ERR10814823,SAMEA14381406,ERR10814823,,
SAMEA14381327_ERR10814745_cf,prjeb52317,ERR10814745,SAMEA14381327,ERR10814745,,
SAMEA14381423_ERR10814840_cf,prjeb52317,ERR10814840,SAMEA14381423,ERR10814840,,
SAMEA14381440_ERR10814857_cf,prjeb52317,ERR10814857,SAMEA14381440,ERR10814857,,
SAMEA14381426_ERR10814843_cf,prjeb52317,ERR10814843,SAMEA14381426,ERR10814843,,
SAMEA14381385_ERR10814803_cf,prjeb52317,ERR10814803,SAMEA14381385,ERR10814803,,
SAMEA14381360_ERR10814778_cf,prjeb52317,ERR10814778,SAMEA14381360,ERR10814778,,
